Company,Executive,Title,Since,Notes,Updated,city,postal_code,state
Royal Bank of Canada,David I. McKay,President and CEO,2014,Succeeded Gordon Nixon,2017-11-12,Jacksonville,32215,Florida
Royal Bank of Scotland,Ross McEwan,CEO,2013,Succeeded Stephen Hester,2017-11-12,Daytona Beach,32128,Florida
Royal Dutch Shell,Ben van Beurden,CEO,2014,"Joined Shell in 1983, succeeded Peter Voser",2017-11-12,Fairfax,22036,Virginia
Ryanair,Michael O'Leary,CEO,1994,One of Ireland's wealthiest businessmen,2017-11-12,Palo Alto,94302,California
S&P Global,Douglas L. Peterson,President & CEO,2013,,2018-10-01,Scottsdale,85271,Arizona
S. C. Johnson & Son,Herbert Fisk Johnson III,Chairman and CEO,2004,Great-great grandson of company founder Samuel Curtis Johnson Sr.,2017-11-12,Little Rock,72215,Arkansas
The Salvation Army,Brian Peddle,General and CEO,2018,Joined the organization in 1977,2018-08-13,Chattanooga,37405,Tennessee
Samsung,Oh-Hyun Kwon,Chairman and CEO,2012,Joined the firm in 1985,2017-11-12,New York City,10009,New York
SAP AG,Christian Klein,CEO,2019,Succeeding Bill McDermott in 2019,2019-11-18,Chula Vista,91913,California
SAS Institute,James Goodnight,CEO,1976,Founded the company after leaving North Carolina State University,2017-11-12,Washington,20022,District of Columbia
Schneider Electric,Jean-Pascal Tricoire,Chairman and CEO,2006,Replaced Henri Lachmann,2017-11-12,Melbourne,32941,Florida
Siemens,Joe Kaeser,President and CEO,2013,Succeeds Peter Löscher,2017-11-12,Augusta,30911,Georgia
Simon Property Group,David Simon,Chairman and CEO,1995,Son of founder and real estate developer Melvin Simon,2017-11-12,Stockton,95219,California
Singtel,Chua Sock Koong,Group CEO,2007,Joined the firm in 1989,2017-11-12,Pittsburgh,15220,Pennsylvania
SoftBank,Masayoshi Son,Chairman and CEO,1981,"Founder of the firm, also chairman of Sprint Corporation",2017-11-12,Columbus,43284,Ohio
Solera Holdings,Tony Aquila,Chairman and CEO,2005,Previously COO of Mitchell International,2017-11-12,Santa Barbara,93106,California
Southwest Airlines,Gary C. Kelly,Chairman and CEO,2008,Replaced co-founder Herb Kelleher,2017-11-12,Metairie,70005,Louisiana
Sonic Corporation,J. Clifford Hudson,"Chairman, CEO and president",1995,Also a trustee for the Ford Foundation,2017-11-12,Chicago,60697,Illinois
Starbucks,Kevin Johnson,President and CEO,2017,Previously CEO for Juniper Networks; succeeds Howard Schultz,2017-11-11,Spring Hill,34611,Florida
Sun Hung Kai Properties,Raymond Kwok,Chairman and MD,2011,Has been with the firm since 1978,2017-11-11,Tampa,33694,Florida
Sun Pharmaceutical,Dilip Shanghvi,MD,1983,Has led the firm since its founding,2017-11-11,Newark,7195,New Jersey
SunTrust Banks,William H. Rogers Jr.,Chairman and CEO,2011,"Succeeded James M. Wells, III",2017-11-11,Buffalo,14210,New York
Syntel,Rakesh Khanna,CEO and president,2016,Previously the firm's chief operating office,2017-11-11,Birmingham,35290,Alabama
Target Corporation,Brian Cornell,Chairman and CEO,2014,Succeeded Gregg Steinhafel,2017-11-11,San Antonio,78285,Texas
Tata Consultancy Services,Rajesh Gopinathan,CEO and MD,2016,Replaced N Chandrasekaran,2017-11-11,Corona,92878,California
TCL Corporation,Li Dongsheng,CEO & Founder,1981,Been with the company since the beginning,,Baltimore,21239,Maryland
Telstra,Andy Penn,CEO,2015,Previously CFO,2017-11-11,San Francisco,94105,California
Temasek Holdings,Ho Ching,CEO,2002,Listed as one of the most powerful woman in the world by Forbes,2017-11-11,Washington,20062,District of Columbia
Tesco,Dave Lewis,Group CEO,2014,Previously with Unilever,2017-11-11,Austin,78778,Texas
"Tesla, Inc.",Elon Musk,CEO,2008,"Previously board member of Tesla, Inc.",2018-11-11,Saint Louis,63131,Missouri
Tod's,Diego Della Valle,MD,1970,"Grandson of Filippo Della Valle, the firm's founder",2017-11-11,Washington,20404,District of Columbia
The Travelers Companies,Alan D. Schnitzer,Chairman and CEO,2015,Previously over the firm's Business and International Insurance segment,2017-11-11,Mesquite,75185,Texas
Toyota,Akio Toyoda,President and director,2009,"Son of Shoichiro Toyoda, the former chairman",2017-11-11,Greenville,29615,South Carolina
T. Rowe Price,Bill Stromberg,President and CEO,2016,Has been with the firm since 1987,2017-02-24,Bryan,77806,Texas
Twitter,Jack Dorsey,CEO,2006,Co-founder,2017-11-11,Milwaukee,53234,Wisconsin
United Airlines,Oscar Munoz,CEO,2015,Formerly with United Continental Holdings,2017-11-11,Mountain View,94042,California
UBS,ralph hamers,Group CEO,2020,Previously with ING,2017-11-11,Tulsa,74108,Oklahoma
Valeant Pharmaceuticals,Joseph C. Papa,Chairman and CEO,2016,Succeeding J. Michael Pearson,2017-11-11,Washington,20051,District of Columbia
Verizon Communications,Hans Vestberg,Chairman and CEO,2018,Replaced Lowell McAdam,2019-03-31,Jacksonville,32255,Florida
ViacomCBS,Robert Bakish,President and CEO,2019,Has been with the firm since 1997,2020-03-02,Chicago,60657,Illinois
Volkswagen Group,Herbert Diess,Chairman of the Management Board/CEO,2018,Succeeded Matthias Müller,2017-11-11,Houston,77065,Texas
Vulcan Inc.,Bill Hilf,CEO,2016,Succeeded Paul Allen,2017-11-11,Detroit,48242,Michigan
The Walt Disney Company,Bob Chapek,CEO,2020,"Previously led Disney Parks, Experiences and Products",2020-03-02,Fort Worth,76192,Texas
Walgreens Boots Alliance,Stefano Pessina,Executive vice chairman and CEO,2015,Holding company of Walgreens and Boots UK,2017-11-11,Littleton,80127,Colorado
Wal-Mart,Doug McMillon,President and CEO,2014,Previously lead for Sam's Club,2017-11-11,Indianapolis,46216,Indiana
Warner Bros.,Ann Sarnoff,Chairwoman and CEO,2019,First woman to hold the position at the company; succeeded Kevin Tsujihara,2019-10-10,Pittsburgh,15230,Pennsylvania
WarnerMedia,Jason Kilar,CEO,2020,Previously with Hulu and Amazon,2020-11-19,Bronx,10474,New York
Wells Fargo,Timothy J. Sloan,CEO and president,2016,"Succeeded John Stumpf, previously COO",2017-11-11,Pittsburgh,15250,Pennsylvania
Whole Foods Market,John Mackey,CEO,1980,Co-founder,2017-11-11,Jamaica,11447,New York
"Williams-Sonoma, Inc.",Laura J. Alber,President and CEO,2010,Replaced W. Howard Lester,2017-11-11,Eugene,97405,Oregon
Wipro Technologies Limited,Abidali Neemuchwala,CEO,2016,Previously with Tata Consultancy Services,2017-11-11,Phoenix,85015,Arizona
WWE,Vince McMahon,Chairman and CEO,2009,Chairman of the executive committeeChairman since 1980President and CEO from 1980-1993,2017-11-11,Spring,77388,Texas
Yum! Brands,Greg Creed,CEO,2015,Previously CEO for Taco Bell,2017-11-11,Bozeman,59771,Montana
Zillow Group,Rich Barton,CEO,2019,Co-founder and previously was Zillow's CEO for nearly a decade. Succeeded Spencer Rascoff.,2018-12-10,Colorado Springs,80920,Colorado
Zoom Video Communications,Eric Yuan,"President, Chairman and CEO",2011,Previously corporate Vice President of engineering at Cisco,2020-10-12,Marietta,30066,Georgia
